UTC_DATE;UTC_TIME;ECEF_X;ECEF_Y;ECEF_Z;LATITUDE;LONGITUDE;HEIGHT
2015.01.06;19:02:14;4081407;1403522;4680830;47,5139294;18,9771663;387,99
2015.01.06;22:01:54;4081115;1403701;4680876;47,5156541;18,9806741;274,74
2015.01.07;04:01:00;4081280;1403338;4680896;47,5155237;18,9754046;315,14
2015.01.07;14:00:56;4081277;1403335;4680890;47,5155126;18,9753799;308,14
2015.01.07;19:00:54;4081291;1403760;4680771;47,5137852;18,9806549;322,68
2015.01.07;22:01:30;4081522;1403406;4680706;47,5127051;18,9752136;344,53
2015.01.08;14:03:00;4081490;1403545;4680695;47,5125392;18,9770967;346,51
2015.01.08;19:00:59;4081528;1403380;4680698;47,5126749;18,9748613;336,75
2015.01.08;22:03:01;4081158;1403700;4680924;47,5156782;18,9804759;337,38
2015.01.09;04:01:19;4081285;1403339;4680895;47,5154841;18,9753956;317,82
2015.01.09;14:01:29;4081276;1403334;4680878;47,5154481;18,9753716;298,43
2015.01.09;19:01:39;4081263;1403764;4680783;47,5140251;18,980826;314,52
2015.01.09;22:00:59;4081679;1403206;4680603;47,5115259;18,9720253;324,93
2015.01.10;04:01:01;4081284;1403340;4680898;47,5155065;18,9754124;319,61
2015.01.10;14:01:56;4081248;1403304;4680892;47,5157735;18,9751159;284,29
2015.01.10;19:01:54;4081282;1403578;4680803;47,5144286;18,978409;300,55
2015.01.10;22:03:04;4081192;1403833;4680808;47,5144734;18,9819988;302,77
2015.01.11;14:00:49;4081503;1403558;4680696;47,5124357;18,9772038;358,4
2015.01.11;19:02:20;4081556;1403458;4680649;47,5120334;18,9757197;335,63
2015.01.11;22:01:45;4081155;1403707;4680911;47,5156029;18,9805768;327,42
2015.01.12;14:00:54;4081283;1403344;4680893;47,5154737;18,975467;316,16
2015.01.13;04:02:11;4082026;1404051;4680036;47,5040828;18,9811343;314,11
2015.01.13;14:00:56;4081826;1403950;4680305;47,5071892;18,98073;362,51
2015.01.13;19:01:51;4081820;1403914;4680317;47,5073773;18,9803041;359,61
2015.01.13;22:01:47;4081868;1403944;4680293;47,5068658;18,9804734;379,17
2015.01.14;04:01:00;4081851;1403956;4680314;47,5070741;18,9806974;386,43
2015.01.14;14:00:59;4081837;1403956;4680309;47,5071315;18,9807578;373,8
2015.01.14;19:02:15;4081858;1403812;4680330;47,507438;18,9788597;371,06
2015.01.14;22:01:59;4081716;1403725;4680459;47,5092999;18,9783806;356,37
2015.01.15;04:01:52;4081999;1403560;4680270;47,5067327;18,9750879;361,54
2015.01.15;14:00:50;4081990;1403577;4680268;47,5067403;18,9753402;358,05
2015.01.15;19:01:52;4082055;1403577;4680222;47,5060532;18,9750596;365,65
2015.01.15;22:01:18;4081991;1403546;4680311;47,5070621;18,9749467;383,58
2015.01.16;04:01:01;4082022;1403557;4680290;47,5067164;18,974951;390,32
2015.01.16;14:01:00;4082017;1403558;4680278;47,5066727;18,9749852;378,49
2015.01.16;19:01:18;4081929;1403570;4680400;47,5079399;18,9755156;414,88
2015.01.16;22:01:47;4082166;1404156;4680013;47,5028387;18,9818477;409,66
2015.01.17;04:01:02;4082003;1404094;4680164;47,5049119;18,9817733;403,25
2015.01.17;14:00:58;4081939;1403996;4680203;47,5057616;18,9808196;369,59
2015.01.17;19:01:47;4082038;1404023;4680144;47,5047241;18,980731;395,26
2015.01.17;22:01:30;4082147;1403962;4680076;47,503759;18,9794949;401,35
2015.01.18;04:00:59;4081948;1404003;4680238;47,5059027;18,9808686;402,68
2015.01.18;14:00:49;4081946;1403997;4680237;47,5059221;18,9808019;399,35
2015.01.18;19:01:24;4081899;1404063;4680257;47,506196;18,9818332;398,57
2015.01.18;22:02:24;4081842;1403988;4680317;47,5070798;18,9811379;389,93
2015.01.19;04:00:53;4081936;1404005;4680225;47,5058947;18,9809455;385,87
2015.01.19;14:00:59;4081933;1404010;4680228;47,5059209;18,9810212;387,26
2015.01.19;19:01:39;4081971;1404080;4680189;47,5052947;18,9817357;398,16
2015.01.19;22:01:00;4082162;1404191;4680041;47,5029584;18,9823043;435,44
2015.01.20;04:01:01;4082141;1404204;4680035;47,5030256;18,9825581;420,46
2015.01.20;14:00:59;4081843;1403961;4680329;47,5072046;18,9807947;393,48
2015.01.20;19:02:40;4081816;1403963;4680353;47,5075154;18,9809364;394,37
2015.01.20;22:01:48;4081912;1403976;4680269;47,506375;18,9806851;396,61
2015.01.21;04:00:59;4081943;1404004;4680226;47,505859;18,9809027;390,86
2015.01.21;14:01:24;4081943;1404004;4680220;47,5058226;18,9809027;386,43
2015.01.21;19:02:11;4081924;1404056;4680246;47,5059875;18,9816374;404,89
2015.01.21;22:01:17;4082043;1404029;4680134;47,504619;18,9807848;392,4
2015.01.22;04:01:00;4082035;1404058;4680145;47,5046735;18,9811833;401,77
2015.01.22;14:01:20;4081937;1404004;4680234;47,5059452;18,9809286;392,92
2015.01.22;19:02:26;4081931;1404074;4680215;47,5057164;18,9818331;390,46
2015.01.22;22:01:30;4082003;1404036;4680180;47,5051343;18,9810453;402,3
2015.01.23;04:02:50;4081942;1404084;4680197;47,5055165;18,9819111;386,41
2015.01.23;14:01:18;4081916;1403959;4680264;47,5063563;18,9804544;391,74
2015.01.23;19:00:59;4081804;1403848;4680365;47,5079116;18,9795447;370,29
2015.01.23;22:01:09;4081823;1403354;4680494;47,5096415;18,9732617;369,04
2015.01.24;14:00:50;4081279;1403339;4680881;47,5154367;18,9754215;303,66
2015.01.24;19:01:52;4081352;1403532;4680809;47,5141252;18,9775293;339,58
2015.01.24;22:01:32;4081538;1403391;4680685;47,5125095;18,9749563;335,97
2015.01.25;19:01:52;4081530;1403515;4680650;47,5120796;18,9765474;332,28
2015.01.25;22:01:44;4081419;1403452;4680765;47,5136103;18,9762357;332,35
2015.01.26;19:01:02;4081474;1403407;4680760;47,513332;18,9754334;353,91
2015.01.26;22:01:49;4081148;1403966;4680884;47,514924;18,9838584;359,93
2015.01.27;14:01:01;4081500;1403535;4680661;47,5122915;18,976928;325,62
2015.01.27;19:01:54;4081502;1403539;4680662;47,5122764;18,9769696;328,52
2015.01.27;22:01:49;4081514;1403523;4680710;47,5125272;18,9767169;368,06
2015.01.28;14:03:10;4081469;1403304;4680783;47,5137252;18,9741619;345,06
2015.01.28;19:01:30;4081126;1403713;4680868;47,5155107;18,9807773;278,5
2015.01.28;22:01:30;4081021;1404007;4680869;47,515541;18,9849216;276,77
2015.01.29;04:01:38;4081513;1403550;4680660;47,5121715;18,9770602;336,48
2015.01.29;14:00:54;4081495;1403543;4680655;47,5122691;18,97705;319,76
2015.01.29;22:01:44;4081451;1403581;4680715;47,5128276;18,977717;344,25
2015.02.01;04:00:56;4081999;1404101;4680146;47,5048126;18,9818784;388,96
2015.02.01;14:01:20;4081988;1404094;4680143;47,5048784;18,981838;378,18
2015.02.01;19:01:25;4081992;1404091;4680140;47,5048416;18,9817831;377,86
2015.02.01;22:01:00;4082105;1404040;4680126;47,5041579;18,9806552;428,52
2015.02.02;04:01:53;4081742;1403743;4680515;47,5094382;18,9784943;418,23
2015.02.02;14:00:57;4081859;1403495;4680403;47,5085589;18,9748763;355,9
2015.02.02;19:02:16;4081865;1403496;4680397;47,5084826;18,9748629;355,53
2015.02.02;22:01:29;4081877;1403500;4680401;47,508423;18,9748614;367,02
2015.02.03;04:00:31;4081758;1403806;4680396;47,508479;18,9792161;354,54
2015.02.03;14:00:57;4081939;1404022;4680228;47,5058574;18,9811459;393,73
2015.02.03;19:01:01;4081940;1404059;4680192;47,5055526;18,981606;375,96
2015.02.03;22:01:00;4081946;1404068;4680209;47,5055989;18,981693;394,3
2015.02.04;04:00:53;4081950;1404073;4680193;47,5054658;18,9817385;386,16
2015.02.04;14:01:24;4081938;1404068;4680198;47,5055822;18,9817276;381,08
2015.02.04;19:01:53;4081941;1404061;4680196;47,5055663;18,9816268;379,98
2015.02.04;22:00:59;4081935;1404065;4680187;47,5055407;18,9817029;370,39
2015.02.05;04:01:29;4082147;1403940;4680045;47,5036181;18,9792188;373,66
2015.02.05;14:01:39;4081478;1402814;4680977;47,5159037;18,9679714;386,28
2015.02.05;19:02:24;4081481;1402949;4680814;47,5146037;18,9696534;297,63
2015.02.05;22:01:50;4081490;1402969;4680824;47,5145649;18,9698656;315,15
2015.02.06;04:01:50;4081412;1403422;4680771;47,5137553;18,9758893;325,72
2015.02.06;14:01:51;4081207;1403411;4680900;47,5158484;18,9766362;287,5
2015.02.06;19:01:53;4081184;1403383;4680927;47,5162171;18,976384;286,57
2015.02.06;22:00:59;4081221;1403421;4680891;47,5156844;18,9767013;292
2015.02.07;04:01:24;4081333;1403438;4680867;47,5147995;18,9764312;349,57
2015.02.07;14:01:20;4081326;1403430;4680873;47,5148971;18,976361;347,76
2015.02.07;22:01:24;4081375;1403327;4680850;47,5146722;18,9748564;339,48
2015.02.08;04:00:53;4081489;1403528;4680698;47,5126003;18,9768876;344,35
2015.02.08;14:00:53;4081218;1403420;4680897;47,5157418;18,9767017;294,29
2015.02.08;22:03:00;4081131;1403690;4680889;47,5156565;18,980467;292,13
2015.02.09;14:03:08;4081452;1403515;4680662;47,5126417;18,9768842;291,31
2015.02.10;04:01:53;4081498;1403543;4680710;47,5125844;18,9770371;362,24
2015.02.10;14:01:29;4081505;1403315;4680766;47,5133724;18,9741446;357,93
2015.02.10;19:01:33;4081480;1403398;4680810;47,5136175;18,9752945;392,64
2015.02.10;22:01:53;4081426;1403518;4680806;47,5136731;18,9770341;381,55
2015.02.11;04:01:17;4081507;1403315;4680787;47,5134874;18,974136;374,69
2015.02.11;14:01:18;4081472;1403309;4680739;47,5134283;18,9742117;315,62
2015.02.11;19:02:16;4081173;1403685;4680807;47,5149057;18,9802228;257,38
2015.02.11;22:01:38;4081264;1403723;4680778;47,5140769;18,980307;302,46
2015.02.12;04:01:00;4081470;1403315;4680746;47,5134704;18,9742957;320,83
2015.02.12;14:01:00;4081283;1403336;4680884;47,5154363;18,9753665;307,77
2015.02.12;19:02:11;4081380;1403435;4680797;47,5140859;18,9761907;327,31
2015.02.12;22:01:31;4081085;1403645;4680981;47,5166009;18,9801006;320,71
2015.02.13;04:00:53;4081472;1403314;4680746;47,51346;18,9742745;321,88
2015.02.13;14:01:48;4081481;1403307;4680740;47,5133822;18,9741478;321,67
2015.02.13;19:02:46;4081371;1403411;4680800;47,5142124;18,9759282;318,5
2015.02.13;22:01:32;4081529;1403388;4680677;47,5125238;18,9749575;323,66
2015.02.14;04:00:57;4081469;1403313;4680745;47,5134749;18,9742749;319,01
2015.02.14;14:01:46;4081478;1403306;4680738;47,5133911;18,9741482;318,06
2015.02.14;19:01:53;4081110;1403680;4680945;47,5161499;18,9804321;317,82
2015.02.14;22:01:00;4080932;1403771;4680977;47,5172644;18,9823432;247,73
2015.02.15;04:01:48;4081296;1403343;4680906;47,5154733;18,9753983;333,83
2015.02.15;14:01:00;4081296;1403338;4680885;47,5153565;18,9753355;317,25
2015.02.15;19:01:48;4081331;1403265;4680878;47,5152519;18,974268;318,41
2015.02.15;22:01:23;4081004;1403827;4680906;47,5162607;18,9827353;253,65
2015.02.16;04:00:52;4081293;1403343;4680905;47,5154861;18,9754112;331,18
2015.02.16;14:01:01;4081290;1403338;4680884;47,5153881;18,9753614;312,68
2015.02.16;19:02:53;4081383;1403292;4680871;47,514825;18,9743825;352,39
2015.02.16;22:01:53;4082176;1403218;4680204;47,505959;18,9700312;350,83
2015.02.17;04:01:00;4081920;1403985;4680203;47,5059045;18,9807635;355,03
2015.02.17;14:01:18;4081911;1403995;4680210;47,5059819;18,9809279;356,64
2015.02.17;19:01:01;4082102;1403984;4680122;47,5042732;18,9799653;411,35
2015.02.17;22:00:59;4081987;1404109;4680156;47,5049313;18,9820306;390,42
