Date Time Lat Long 
14.06.2018 14:01:51 47.4998843 18.9820306 
14.06.2018 19:01:02 47.5002055 18.9824573
14.06.2018 22:01:30 47.5004785 18.9796060
15.06.2018 04:01:50 47.5007129 18.9799477
15.06.2018 14:00:59 47.5020994 18.9776428
15.06.2018 19:01:53 47.5025680 18.9771271
15.06.2018 22:01:50 47.5007745 18.9796272
16.06.2018 04:01:20 47.5026237 18.9778205
16.06.2018 14:01:18 47.5021931 18.9777127
16.06.2018 19:01:31 47.5012323 18.9766143
16.06.2018 22:01:02 47.5005655 18.9775896
17.06.2018 04:01:44 47.5004320 18.9810846
17.06.2018 14:01:02 47.5007994 18.9810792 
17.06.2018 19:01:00 47.5003361 18.9813600
17.06.2018 22:01:17 47.4986007 18.9849600
18.06.2018 04:01:59 47.4996383 18.9820121
18.06.2018 19:02:23 47.5007959 18.9801772
18.06.2018 22:03:08 47.5025111 18.9779453
19.06.2018 04:03:08 47.5006625 18.9770198
19.06.2018 14:01:54 47.5020609 18.9765258
19.06.2018 19:00:35 47.5015356 18.9769708
19.06.2018 22:02:03 47.5008230 18.9781643
20.06.2018 04:01:02 47.4998574 18.9821133
20.06.2018 19:00:59 47.4995802 18.9829294
20.06.2018 22:00:53 47.4989499 18.9822292
21.06.2018 14:03:09 47.4998949 18.9819960
21.06.2018 19:01:18 47.4999663 18.9832155
21.06.2018 22:01:54 47.4986657 18.9851201 
22.06.2018 04:02:12 47.4997737 18.9821298
22.06.2018 14:01:01 47.4999470 18.9820737
22.06.2018 19:01:00 47.5005656 18.9810007
22.06.2018 22:01:29 47.5007946 18.9776332
23.06.2018 04:01:30 47.5021931 18.9775926
23.06.2018 14:01:17 47.5021061 18.9776420 
23.06.2018 19:00:59 47.5018974 18.9769878
23.06.2018 22:01:54 47.5009170 18.9785392
24.06.2018 04:00:56 47.4998463 18.9820886
24.06.2018 14:01:28 47.4998962 18.9821188
24.06.2018 19:01:24 47.5000690 18.9825633
24.06.2018 22:01:29 47.4989326 18.9850877 
25.06.2018 04:01:43 47.4998241 18.9820760
25.06.2018 14:00:55 47.4999209 18.9821274
25.06.2018 19:01:24 47.5000133 18.9814591
25.06.2018 22:01:24 47.5012653 18.9785824
26.06.2018 04:01:29 47.5024097 18.9776977
26.06.2018 14:01:30 47.5020881 18.9775726 
26.06.2018 19:01:18 47.5014802 18.9766708
26.06.2018 22:01:54 47.5004637 18.9768330
27.06.2018 04:02:17 47.5030641 18.9757410
27.06.2018 14:01:01 47.5046174 18.9757875
27.06.2018 19:02:17 47.5043523 18.9755949
27.06.2018 22:01:52 47.5064173 18.9753938
28.06.2018 04:01:39 47.5046903 18.9757412
28.06.2018 14:03:06 47.5047027 18.9757918
28.06.2018 19:01:48 47.5046210 18.9760091
29.06.2018 14:01:49 47.5047123 18.9759346
29.06.2018 19:00:59 47.5048181 18.9751988
29.06.2018 22:02:24 47.5060332 18.9751973
30.06.2018 04:02:43 47.5020012 18.9775562
30.06.2018 14:01:02 47.5015948 18.9774404
30.06.2018 19:01:59 47.5018019 18.9776059
30.06.2018 22:02:34 47.5003016 18.9812043
01.07.2018 04:03:01 47.4997634 18.9823775
01.07.2018 14:01:02 47.4998571 18.9819796
01.07.2018 19:00:55 47.4999979 18.9823895
01.07.2018 22:01:01 47.4995403 18.9826015
02.07.2018 04:00:56 47.4992995 18.9838017
02.07.2018 14:01:01 47.4998559 18.9820137 
02.07.2018 19:01:47 47.5010272 18.9785240
02.07.2018 22:01:00 47.5007497 18.9776603
03.07.2018 04:00:49 47.5017866 18.9774906
03.07.2018 14:02:04 47.5019309 18.9779001
03.07.2018 19:01:24 47.5027356 18.9771448
03.07.2018 22:01:29 47.5031547 18.9777552 
04.07.2018 04:00:59 47.5024687 18.9769357
04.07.2018 14:01:47 47.5018697 18.9780715
04.07.2018 19:02:56 47.5013474 18.9781510
04.07.2018 22:00:59 47.5008082 18.9753305
05.07.2018 04:01:15 47.5045800 18.9757659
05.07.2018 14:01:02 47.5047423 18.9756757 
05.07.2018 19:00:53 47.5052914 18.9750368
05.07.2018 22:02:47 47.5046141 18.9752737
06.07.2018 04:02:29 47.5017083 18.9754569
06.07.2018 14:01:00 47.5020970 18.9754801
06.07.2018 19:01:17 47.5017076 18.9753471
06.07.2018 22:01:00 47.5009198 18.9785121 
07.07.2018 04:01:51 47.4999096 18.9821034
07.07.2018 14:00:55 47.4998267 18.9819658
07.07.2018 19:00:55 47.4990533 18.9853018
07.07.2018 22:01:30 47.4990406 18.9853351
08.07.2018 04:00:55 47.4998233 18.9820400
08.07.2018 19:01:36 47.4998182 18.9820015
08.07.2018 22:02:22 47.4992939 18.9846527
09.07.2018 04:00:55 47.4988950 18.9852194
09.07.2018 14:02:19 47.4994033 18.9841711
09.07.2018 19:00:59 47.4994382 18.9838401
09.07.2018 22:02:42 47.4993125 18.9844437
10.07.2018 04:01:30 47.4989428 18.9851696
10.07.2018 14:01:30 47.4994123 18.9841433
10.07.2018 19:00:53 47.4992580 18.9846194
10.07.2018 22:00:58 47.4986134 18.9862782
11.07.2018 04:03:01 47.4993597 18.9845986
11.07.2018 14:01:58 47.4993860 18.9841602 
11.07.2018 19:00:49 47.4995710 18.9830730
11.07.2018 22:01:24 47.4994977 18.9825690
12.07.2018 04:01:03 47.4999996 18.9812669
12.07.2018 14:01:54 47.4997983 18.9819027
12.07.2018 19:01:53 47.4999039 18.9817368
12.07.2018 22:01:01 47.5000282 18.9816121 
13.07.2018 04:01:54 47.4997428 18.9820705
13.07.2018 14:02:56 47.4999221 18.9821859
13.07.2018 19:01:01 47.4998766 18.9820561
13.07.2018 22:01:45 47.4995064 18.9826902
14.07.2018 04:00:59 47.4997546 18.9820156
14.07.2018 19:00:56 47.4994634 18.9826815
14.07.2018 22:01:35 47.4994097 18.9826894
15.07.2018 04:01:55 47.4997720 18.9820721
15.07.2018 14:02:02 47.4999133 18.9821067
15.07.2018 19:00:48 47.4999396 18.9815019
15.07.2018 22:01:51 47.5004698 18.9812674
16.07.2018 04:03:04 47.5018813 18.9777859
16.07.2018 14:01:53 47.5019885 18.9778122
16.07.2018 19:01:01 47.5027022 18.9777555
16.07.2018 22:01:30 47.5027579 18.9772817
17.07.2018 04:02:12 47.5020197 18.9762920
17.07.2018 14:01:23 47.5019952 18.9763991 
17.07.2018 19:01:32 47.5019323 18.9772635
17.07.2018 22:01:30 47.5026495 18.9772295
18.07.2018 14:02:13 47.5019348 18.9777550
18.07.2018 19:01:52 47.5019140 18.9778052
18.07.2018 22:01:53 47.5016459 18.9778067 
19.07.2018 04:00:50 47.5009917 18.9784392
19.07.2018 14:02:43 47.5010385 18.9785855
19.07.2018 19:01:49 47.5010103 18.9784341
19.07.2018 22:01:01 47.5010195 18.9784569
20.07.2018 04:01:33 47.5018393 18.9777663
20.07.2018 14:01:54 47.5018319 18.9777499 
20.07.2018 19:00:50 47.5010746 18.9784055
20.07.2018 22:01:26 47.5010046 18.9784890
21.07.2018 04:02:27 47.4999986 18.9813242
21.07.2018 14:02:52 47.4998655 18.9820364
21.07.2018 19:01:14 47.4993355 18.9828493
21.07.2018 22:01:30 47.4995252 18.9824442 
22.07.2018 04:01:48 47.4998455 18.9823678
22.07.2018 14:03:02 47.4999088 18.9820999
22.07.2018 19:01:20 47.4994693 18.9825847
22.07.2018 22:01:01 47.4995229 18.9825125
23.07.2018 04:01:52 47.4997463 18.9820282
23.07.2018 14:01:23 47.4994787 18.9825843 
23.07.2018 19:01:02 47.4995264 18.9825164
23.07.2018 22:00:59 47.4995274 18.9826305
24.07.2018 04:01:45 47.4996695 18.9820156
24.07.2018 14:01:51 47.4998527 18.9820972
24.07.2018 19:01:02 47.4995446 18.9825301
24.07.2018 22:01:34 47.4995195 18.9825129 
25.07.2018 04:01:00 47.4994450 18.9826172
25.07.2018 14:01:30 47.4998433 18.9820513
25.07.2018 19:01:48 47.4994770 18.9825592
25.07.2018 22:01:01 47.4995702 18.9826204
26.07.2018 04:01:50 47.4994740 18.9826282
26.07.2018 14:01:30 47.4994942 18.9825976 
26.07.2018 19:01:48 47.4994480 18.9836632
26.07.2018 22:00:55 47.4995416 18.9832522
27.07.2018 04:02:21 47.4995030 18.9826305
27.07.2018 14:00:55 47.4996151 18.9825659
27.07.2018 19:01:02 47.4996583 18.9820697
27.07.2018 22:01:30 47.5010374 18.9804341 
28.07.2018 14:00:55 47.5010080 18.9784561
28.07.2018 19:01:48 47.5008002 18.9781850
28.07.2018 22:00:56 47.5016883 18.9774784
29.07.2018 04:01:45 47.5021931 18.9776389
29.07.2018 14:02:15 47.5022183 18.9779244
30.07.2018 22:02:19 47.5021327 18.9780504
31.07.2018 14:01:01 47.5023397 18.9777762
31.07.2018 22:01:47 47.5025227 18.9776496
01.08.2018 04:03:04 47.5022168 18.9778523
01.08.2018 14:01:23 47.5023342 18.9777892 
01.08.2018 19:01:49 47.5026072 18.9778543
02.08.2018 14:01:02 47.5020182 18.9751741
02.08.2018 19:01:48 47.5021248 18.9752338
02.08.2018 22:03:06 47.5023077 18.9740983
03.08.2018 19:01:00 47.4998054 18.9752308
03.08.2018 22:01:30 47.5006964 18.9753995
04.08.2018 19:00:59 47.5009022 18.9777520
04.08.2018 22:01:01 47.5010411 18.9776371
05.08.2018 04:00:59 47.5010521 18.9777638
05.08.2018 14:01:22 47.5009492 18.9777587
05.08.2018 19:01:48 47.5010447 18.9767566
05.08.2018 22:03:09 47.5004927 18.9766452
06.08.2018 04:02:21 47.5007164 18.9770951
06.08.2018 14:00:59 47.5009155 18.9776340
06.08.2018 19:01:02 47.5010335 18.9777877
06.08.2018 22:02:21 47.5009908 18.9776446
07.08.2018 04:01:01 47.5010398 18.9777595
07.08.2018 14:00:56 47.5009469 18.9778132 
07.08.2018 19:01:01 47.5010202 18.9777756
07.08.2018 22:02:29 47.5010891 18.9777768
08.08.2018 04:03:11 47.5029816 18.9758022
08.08.2018 14:01:03 47.5046604 18.9757310
08.08.2018 19:02:55 47.5057130 18.9753012
08.08.2018 22:01:01 47.5056818 18.9751314 
09.08.2018 04:02:52 47.5062357 18.9749902
09.08.2018 14:01:01 47.5046196 18.9757236
09.08.2018 19:01:38 47.5055948 18.9751757
09.08.2018 22:01:47 47.5058367 18.9751498
10.08.2018 14:01:18 47.5057757 18.9750992 
10.08.2018 19:01:46 47.5058204 18.9752718
10.08.2018 22:03:05 47.5058227 18.9752173
11.08.2018 14:00:54 47.5046208 18.9758471
11.08.2018 19:01:30 47.5044487 18.9756514
11.08.2018 22:03:06 47.5048456 18.9746061
12.08.2018 04:02:00 47.5059695 18.9751463
12.08.2018 14:01:17 47.5057363 18.9751733
12.08.2018 19:01:48 47.5058468 18.9752455
14.08.2018 22:01:48 47.5036196 18.9774626
15.08.2018 04:02:27 47.5021337 18.9778080
15.08.2018 14:00:50 47.5023081 18.9778241 
15.08.2018 19:01:02 47.5022893 18.9778625
15.08.2018 22:01:22 47.5022999 18.9779343
16.08.2018 04:02:17 47.5038552 18.9771034
16.08.2018 14:01:21 47.5023269 18.9778233
16.08.2018 22:01:45 47.5023783 18.9777774
17.08.2018 04:03:02 47.5022628 18.9778100
17.08.2018 22:03:10 47.5023083 18.9778147
18.08.2018 04:02:50 47.5028762 18.9778881
18.08.2018 14:01:24 47.5021646 18.9777884 
18.08.2018 19:01:49 47.5029848 18.9780697
18.08.2018 22:02:00 47.5019259 18.9775969
19.08.2018 04:00:53 47.5037147 18.9771186
19.08.2018 14:00:48 47.5023054 18.9776111
19.08.2018 19:01:53 47.5023640 18.9777625
19.08.2018 22:01:02 47.5024653 18.9776492 
20.08.2018 04:01:00 47.5023491 18.9778684
20.08.2018 14:01:17 47.5021909 18.9777440
20.08.2018 19:01:54 47.5026336 18.9778367
20.08.2018 22:01:48 47.5021405 18.9778527
21.08.2018 04:01:29 47.5023238 18.9778005
21.08.2018 14:00:56 47.5022317 18.9778115 
21.08.2018 19:01:01 47.5023573 18.9778884
21.08.2018 22:01:24 47.5023546 18.9777766
22.08.2018 04:01:00 47.5023422 18.9778048
22.08.2018 14:01:17 47.5023054 18.9777499
22.08.2018 19:01:30 47.5023434 18.9778633
22.08.2018 22:01:53 47.5023796 18.9777339 
23.08.2018 04:01:29 47.5024674 18.9778268
23.08.2018 14:01:17 47.5025852 18.9776935
23.08.2018 19:01:24 47.5023881 18.9778182
23.08.2018 22:00:55 47.5021960 18.9778750
24.08.2018 04:01:30 47.5024206 18.9778982
24.08.2018 14:00:49 47.5024110 18.9777880 
24.08.2018 19:00:56 47.5021925 18.9780288
24.08.2018 22:00:49 47.5023081 18.9777503
25.08.2018 04:01:29 47.5023052 18.9777919
25.08.2018 14:00:54 47.5023148 18.9778421
25.08.2018 19:01:01 47.5022573 18.9778417
25.08.2018 22:01:30 47.5021325 18.9776895 
26.08.2018 04:01:47 47.5023869 18.9779449
26.08.2018 14:00:51 47.5024459 18.9778460
26.08.2018 19:01:50 47.5022475 18.9780374
26.08.2018 22:00:59 47.5023418 18.9777637
27.08.2018 04:00:53 47.5023022 18.9779123
27.08.2018 14:01:02 47.5021976 18.9778821 
27.08.2018 19:01:49 47.5021558 18.9783535
27.08.2018 22:01:02 47.5022828 18.9779139
28.08.2018 04:01:18 47.5023205 18.9778798
28.08.2018 14:01:00 47.5024494 18.9776597
28.08.2018 19:01:48 47.5022334 18.9780355
28.08.2018 22:01:29 47.5022914 18.9779563 
29.08.2018 04:01:00 47.5023034 18.9777531
29.08.2018 14:00:59 47.5022131 18.9778491
29.08.2018 19:01:48 47.5022859 18.9780017
29.08.2018 22:01:23 47.5022634 18.9778229
30.08.2018 04:00:59 47.5023185 18.9778503
30.08.2018 14:00:49 47.5021974 18.9776926 
30.08.2018 19:01:30 47.5022585 18.9778676
30.08.2018 22:01:48 47.5022619 18.9777421
31.08.2018 04:00:56 47.5023798 18.9778445
31.08.2018 14:00:59 47.5021804 18.9775985
31.08.2018 19:00:56 47.5022985 18.9778252
31.08.2018 22:01:00 47.5022572 18.9777448 
01.09.2018 04:00:59 47.5022979 18.9778123
01.09.2018 14:00:55 47.5021531 18.9776538
01.09.2018 19:01:49 47.5023812 18.9778009
01.09.2018 22:01:51 47.5022507 18.9777962
02.09.2018 04:01:02 47.5023475 18.9778151
02.09.2018 14:00:51 47.5022448 18.9778005 
02.09.2018 19:01:01 47.5023354 18.9776487
02.09.2018 22:01:49 47.5023052 18.9776530
03.09.2018 04:01:01 47.5022967 18.9778001
03.09.2018 14:00:56 47.5022724 18.9777864
03.09.2018 19:01:01 47.5023216 18.9776742
03.09.2018 22:01:51 47.5023003 18.9777115
04.09.2018 04:00:55 47.5022760 18.9777903
04.09.2018 14:01:02 47.5022154 18.9778084
04.09.2018 19:01:49 47.5022952 18.9778119
04.09.2018 22:01:52 47.5022544 18.9777444
05.09.2018 04:00:50 47.5022813 18.9778005
05.09.2018 14:00:59 47.5022078 18.9777876 
05.09.2018 19:00:56 47.5023620 18.9777468
05.09.2018 22:01:23 47.5023203 18.9777040
06.09.2018 04:00:59 47.5023018 18.9778060
06.09.2018 14:00:53 47.5022276 18.9778084
06.09.2018 19:01:43 47.5023399 18.9775679
06.09.2018 22:01:01 47.5022513 18.9777029 
07.09.2018 04:00:59 47.5022691 18.9777542
07.09.2018 14:00:49 47.5023058 18.9777586
07.09.2018 19:00:53 47.5024045 18.9777468
07.09.2018 22:00:59 47.5022834 18.9775891
08.09.2018 04:01:18 47.5023638 18.9777582
08.09.2018 14:01:00 47.5022795 18.9778217 
08.09.2018 19:00:59 47.5023685 18.9777229
08.09.2018 22:01:53 47.5022854 18.9776648
09.09.2018 04:00:59 47.5022152 18.9778178
09.09.2018 14:01:00 47.5023473 18.9778108
09.09.2018 19:00:50 47.5022995 18.9777680
09.09.2018 22:01:30 47.5023250 18.9777339 
10.09.2018 04:00:54 47.5022991 18.9778056
10.09.2018 14:01:00 47.5023161 18.9778861
10.09.2018 19:01:29 47.5023955 18.9776958
10.09.2018 22:02:00 47.5023013 18.9777331
11.09.2018 04:00:51 47.5022401 18.9778307
11.09.2018 14:00:59 47.5023130 18.9777519 
11.09.2018 19:00:59 47.5022964 18.9777915
11.09.2018 22:01:29 47.5023044 18.9776358
12.09.2018 04:00:54 47.5022342 18.9778813
12.09.2018 14:00:59 47.5022270 18.9777954
12.09.2018 19:00:59 47.5023471 18.9777927
12.09.2018 22:01:01 47.5020874 18.9778836 
13.09.2018 04:00:59 47.5022648 18.9777793
13.09.2018 14:00:59 47.5022289 18.9777923
13.09.2018 19:00:50 47.5023677 18.9777382
13.09.2018 22:00:59 47.5022952 18.9777468
14.09.2018 04:01:02 47.5022820 18.9778178
14.09.2018 14:00:56 47.5021911 18.9776558 
14.09.2018 19:00:59 47.5023330 18.9777633
14.09.2018 22:01:54 47.5022983 18.9776358
15.09.2018 04:00:59 47.5023824 18.9773365
15.09.2018 14:00:48 47.5023048 18.9776719
15.09.2018 19:00:53 47.5023230 18.9777507
15.09.2018 22:01:00 47.5022572 18.9777911 
16.09.2018 04:01:53 47.5021831 18.9777464
16.09.2018 14:00:54 47.5022852 18.9777805
16.09.2018 19:01:24 47.5022950 18.9777888
16.09.2018 22:01:30 47.5023026 18.9777170
17.09.2018 04:00:59 47.5022991 18.9777594
17.09.2018 14:00:55 47.5023101 18.9777609 
17.09.2018 19:00:51 47.5023150 18.9777676
17.09.2018 22:01:29 47.5023105 18.9777421
18.09.2018 04:01:29 47.5022938 18.9777441
18.09.2018 14:00:49 47.5023152 18.9776931
18.09.2018 19:01:28 47.5022732 18.9777849
18.09.2018 22:00:54 47.5023020 18.9777040 
19.09.2018 04:01:01 47.5022007 18.9777797
19.09.2018 14:01:23 47.5022720 18.9778052
19.09.2018 19:01:43 47.5023489 18.9776927
19.09.2018 22:01:24 47.5022744 18.9777833
20.09.2018 04:01:02 47.5022846 18.9777813
20.09.2018 14:00:59 47.5022971 18.9777900 
20.09.2018 19:00:59 47.5023902 18.9777594
20.09.2018 22:00:54 47.5021480 18.9778605
21.09.2018 04:01:18 47.5022965 18.9776845
21.09.2018 14:00:50 47.5022703 18.9777013
21.09.2018 19:01:02 47.5022973 18.9777668
21.09.2018 22:02:29 47.5022037 18.9776781 
22.09.2018 04:03:04 47.5020794 18.9778029
22.09.2018 14:00:50 47.5024398 18.9777296
22.09.2018 19:01:24 47.5023730 18.9777347
22.09.2018 22:01:59 47.5022176 18.9777032
23.09.2018 04:01:02 47.5021938 18.9776837
23.09.2018 14:00:52 47.5022818 18.9776884 
23.09.2018 19:01:29 47.5022515 18.9777209
23.09.2018 22:01:53 47.5022099 18.9776825
24.09.2018 04:00:55 47.5021158 18.9776452
24.09.2018 14:01:00 47.5023359 18.9777680
24.09.2018 19:01:30 47.5024159 18.9777433
24.09.2018 22:01:29 47.5021525 18.9776358
25.09.2018 04:01:48 47.5022415 18.9776758
25.09.2018 14:00:50 47.5022717 18.9777503
25.09.2018 19:01:56 47.5023399 18.9777343
25.09.2018 22:01:30 47.5023434 18.9777845
26.09.2018 04:00:54 47.5022303 18.9776374
26.09.2018 14:00:55 47.5023109 18.9777044 
26.09.2018 19:01:23 47.5022617 18.9777378
26.09.2018 22:01:30 47.5022926 18.9777044
27.09.2018 04:00:43 47.5019671 18.9776593
27.09.2018 14:00:56 47.5023277 18.9777343
27.09.2018 19:01:18 47.5023508 18.9778147
27.09.2018 22:01:23 47.5021797 18.9777193 
28.09.2018 04:01:19 47.5021723 18.9777029
28.09.2018 14:00:55 47.5023175 18.9777174
28.09.2018 19:00:54 47.5024814 18.9777731
28.09.2018 22:01:00 47.5022881 18.9777578
29.09.2018 04:01:29 47.5022732 18.9776460
29.09.2018 14:00:50 47.5023167 18.9777464 
29.09.2018 19:01:23 47.5023330 18.9777633
